elev_inspect_badge,elev_inspect_date,nyc_BIN,location,elev_inspect_type
9028,2016-11-22,2010621,"40.8412999,-73.8850370",ROUTINE
9028,2016-11-22,2010621,"40.8412999,-73.8850370",ROUTINE
9028,2016-11-22,2114114,"40.8438311,-73.8921272",ROUTINE
9028,2016-11-22,2010622,"40.8421040,-73.8849970",ROUTINE
9028,2016-11-22,1083918,"40.7990579,-73.9517371",ROUTINE
9028,2016-11-22,1051407,"40.7988596,-73.9518815",ROUTINE
2666,2016-11-22,2093937,"40.8225494,-73.8930549",SURVEY
2666,2016-11-22,2113504,"40.8231965,-73.8927161",SURVEY
2666,2016-11-22,2093935,"40.8223298,-73.8930147",SURVEY
2666,2016-11-22,2093936,"40.8219313,-73.8930063",SURVEY
2676,2016-11-22,1083931,"40.7865967,-73.9422533",SPECIAL
2676,2016-11-22,1088112,"40.7957150,-73.9314603",COMPLAINT
200,2016-11-22,1001007,"40.7064723,-74.0077341",SPECIAL
9028,2016-11-22,1087782,"40.8010396,-73.9480306",ROUTINE
9028,2016-11-22,1087782,"40.8010396,-73.9480306",ROUTINE
9028,2016-11-22,1087782,"40.8010396,-73.9480306",ROUTINE
9028,2016-11-22,1087782,"40.8010396,-73.9480306",ROUTINE
9028,2016-11-22,1087782,"40.8010396,-73.9480306",ROUTINE
9028,2016-11-22,1087782,"40.8010396,-73.9480306",ROUTINE
2826,2016-11-22,1015862,"40.7484799,-73.9854246",COMPLAINT
1915,2016-11-21,1015862,"40.7484799,-73.9854246",SPECIAL
1915,2016-11-21,1015862,"40.7484799,-73.9854246",SPECIAL
2658,2016-11-21,4113662,"40.7620500,-73.8218360",COMPLAINT
2584,2016-11-21,2092445,"40.8792702,-73.8862556",COMPLAINT
2765,2016-11-21,1087381,"40.8003885,-73.9412980",COMPLAINT
9028,2016-11-21,2014591,"40.8594066,-73.9076579",ROUTINE
2715,2016-11-21,1062933,"40.8382122,-73.9403656",COMPLAINT
9028,2016-11-21,1055772,"40.8019620,-73.9580850",ROUTINE
9027,2016-11-21,4301174,"40.5989393,-73.7573878",ROUTINE
2787,2016-11-21,1032587,"40.7933424,-73.9704493",COMPLAINT
9028,2016-11-21,1053863,"40.8113160,-73.9408020",ROUTINE
9028,2016-11-21,1089330,"40.8124461,-73.9482207",ROUTINE
9028,2016-11-21,1089330,"40.8124461,-73.9482207",ROUTINE
2715,2016-11-21,1079266,"40.7660989,-73.9929110",COMPLAINT
9028,2016-11-21,1089315,"40.8105464,-73.9514330",ROUTINE
9028,2016-11-21,1089315,"40.8105464,-73.9514330",ROUTINE
9028,2016-11-21,1089315,"40.8105464,-73.9514330",ROUTINE
9028,2016-11-21,1089315,"40.8105464,-73.9514330",ROUTINE
9028,2016-11-21,1089315,"40.8105464,-73.9514330",ROUTINE
9028,2016-11-21,1089315,"40.8105464,-73.9514330",ROUTINE
9028,2016-11-21,1089315,"40.8105464,-73.9514330",ROUTINE
9028,2016-11-21,1089315,"40.8105464,-73.9514330",ROUTINE
9028,2016-11-21,1055769,"40.8019021,-73.9576402",ROUTINE
9028,2016-11-21,1089330,"40.8115678,-73.9465374",ROUTINE
9028,2016-11-21,1089330,"40.8115678,-73.9465374",ROUTINE
9028,2016-11-21,1053802,"40.8105819,-73.9410060",ROUTINE
2765,2016-11-21,1088112,"40.7957150,-73.9314603",COMPLAINT
2765,2016-11-21,1083997,"40.8082015,-73.9364483",COMPLAINT
9028,2016-11-21,1058449,"40.8057469,-73.9511880",ROUTINE
2583,2016-11-21,4039012,"40.7424537,-73.8798456",COMPLAINT
9028,2016-11-21,2014580,"40.8577860,-73.9088660",ROUTINE
9028,2016-11-21,2014580,"40.8577860,-73.9088660",ROUTINE
2583,2016-11-21,4039012,"40.7424537,-73.8798456",COMPLAINT
9028,2016-11-21,1087804,"40.8102763,-73.9479311",ROUTINE
9028,2016-11-21,1087804,"40.8102763,-73.9479311",ROUTINE
2826,2016-11-21,1015685,"40.7444871,-73.9881979",SURVEY
9028,2016-11-20,4432104,"40.7282886,-73.8489613",ROUTINE
2636,2016-11-19,1076262,"40.7589426,-73.9793564",SPECIAL
2658,2016-11-19,1045271,"40.7602757,-73.9609519",SURVEY
2658,2016-11-19,1045271,"40.7602757,-73.9609519",SURVEY
2658,2016-11-19,1045271,"40.7602757,-73.9609519",SURVEY
2658,2016-11-19,1045271,"40.7602757,-73.9609519",SURVEY
9028,2016-11-18,2009910,"40.8455020,-73.8930330",ROUTINE
9028,2016-11-18,2009910,"40.8455020,-73.8930330",ROUTINE
9028,2016-11-18,2009910,"40.8455020,-73.8930330",ROUTINE
9028,2016-11-18,2009945,"40.8417535,-73.8928262",ROUTINE
9027,2016-11-18,3061441,"40.7029737,-73.9461691",ROUTINE
2460,2016-11-18,1001650,"40.7157928,-74.0058710",SPECIAL
2715,2016-11-18,1061969,"40.8276606,-73.9490017",COMPLAINT
9028,2016-11-18,1089104,"40.8104437,-73.9436423",ROUTINE
1993,2016-11-18,5039658,"40.5824180,-74.1659155",COMPLAINT
9027,2016-11-18,1035737,"40.7607510,-73.9751299",ROUTINE
9027,2016-11-18,1035737,"40.7607510,-73.9751299",ROUTINE
9027,2016-11-18,1035737,"40.7607510,-73.9751299",ROUTINE
9027,2016-11-18,3324435,"40.6418877,-74.0097913",ROUTINE
9028,2016-11-18,4052348,"40.7218030,-73.8423900",ROUTINE
9028,2016-11-18,4052351,"40.7215330,-73.8422970",ROUTINE
9028,2016-11-18,4052350,"40.7217630,-73.8415380",ROUTINE
9028,2016-11-18,4052350,"40.7217630,-73.8415380",ROUTINE
9028,2016-11-18,4052352,"40.7216301,-73.8420029",ROUTINE
9028,2016-11-18,4052350,"40.7217630,-73.8415380",ROUTINE
9028,2016-11-18,4052240,"40.7229340,-73.8453390",ROUTINE
9028,2016-11-18,1062371,"40.8265539,-73.9514051",ROUTINE
9028,2016-11-18,1058210,"40.8139470,-73.9439200",ROUTINE
2787,2016-11-18,1060087,"40.8186370,-73.9392410",COMPLAINT
2787,2016-11-18,1060085,"40.8189710,-73.9400400",COMPLAINT
2690,2016-11-18,1030864,"40.7819085,-73.9800574",SPECIAL
9028,2016-11-18,1089304,"40.8133907,-73.9449748",ROUTINE
9028,2016-11-18,1062364,"40.8262091,-73.9524931",ROUTINE
9027,2016-11-17,1035737,"40.7607510,-73.9751299",ROUTINE
9028,2016-11-17,1055174,"40.8025010,-73.9554760",ROUTINE
9028,2016-11-17,1055174,"40.8025010,-73.9554760",ROUTINE
9028,2016-11-17,1055164,"40.8021680,-73.9546840",ROUTINE
9028,2016-11-17,1055164,"40.8021680,-73.9546840",ROUTINE
9028,2016-11-17,1087943,"40.8020398,-73.9504703",ROUTINE
9028,2016-11-17,1061414,"40.8260549,-73.9461330",ROUTINE
9028,2016-11-17,1061365,"40.8253225,-73.9462039",ROUTINE
9028,2016-11-17,1055067,"40.8001198,-73.9553565",ROUTINE
9027,2016-11-17,1035737,"40.7607510,-73.9751299",ROUTINE
9027,2016-11-17,1035737,"40.7607510,-73.9751299",ROUTINE
9027,2016-11-17,1035737,"40.7607510,-73.9751299",ROUTINE
9019,2016-11-17,1081692,"40.6464262,-73.9454699",SURVEY
9027,2016-11-17,3421826,"40.7018739,-73.9478250",ROUTINE
2714,2016-11-17,3174574,"40.6106960,-73.9768120",COMPLAINT
2714,2016-11-17,3174574,"40.6106960,-73.9768120",COMPLAINT
9028,2016-11-17,1055034,"40.8016188,-73.9535847",ROUTINE
1514,2016-11-17,1008501,"40.7269284,-73.9942793","VIOLATION REINSPECTION"
9027,2016-11-17,2057427,"40.8800920,-73.8655270",ROUTINE
9027,2016-11-17,4080154,"40.7125550,-73.8288770",ROUTINE
9027,2016-11-17,4080154,"40.7125550,-73.8288770",ROUTINE
9028,2016-11-17,1055057,"40.8028691,-73.9523109",ROUTINE
9028,2016-11-17,1055148,"40.8020430,-73.9551380",ROUTINE
9028,2016-11-17,1055065,"40.7999916,-73.9559329",ROUTINE
9028,2016-11-17,1055052,"40.8023140,-73.9511230",ROUTINE
9028,2016-11-17,5073185,"40.5444370,-74.1614580",ROUTINE
9028,2016-11-17,5073186,"40.5442688,-74.1620286",ROUTINE
2767,2016-11-17,1014419,"40.7526007,-73.9928156",COMPLAINT
9028,2016-11-16,1053697,"40.8088330,-73.9409100",ROUTINE
2687,2016-11-16,3418186,"40.6896912,-73.9906588",SPECIAL
2687,2016-11-16,3418186,"40.6896912,-73.9906588",SPECIAL
2358,2016-11-16,3418186,"40.6896912,-73.9906588",SPECIAL
2358,2016-11-16,3418186,"40.6896912,-73.9906588",SPECIAL
9028,2016-11-16,1076736,"40.8242590,-73.9547730",ROUTINE
9027,2016-11-16,2057043,"40.8743231,-73.8616148",ROUTINE
9027,2016-11-16,2057043,"40.8743231,-73.8616148",ROUTINE
9028,2016-11-16,2014171,"40.8561464,-73.9068360",ROUTINE
2713,2016-11-16,2007635,"40.8498380,-73.9076110",COMPLAINT
9028,2016-11-16,3248258,"40.6001500,-73.9337380",ROUTINE
9027,2016-11-16,2093522,"40.8793337,-73.8678054",ROUTINE
9027,2016-11-16,2093522,"40.8793337,-73.8678054",ROUTINE
9028,2016-11-16,1088153,"40.8017071,-73.9564034",ROUTINE
2690,2016-11-16,1050877,"40.7722440,-73.9489890",SPECIAL
200,2016-11-16,1001460,"40.7141690,-74.0074120",SPECIAL
9028,2016-11-16,1057967,"40.8111621,-73.9464437",ROUTINE
1514,2016-11-16,2096774,"40.8400800,-73.8590670",SPECIAL
9028,2016-11-16,1054922,"40.7987010,-73.9531609",ROUTINE
2765,2016-11-16,1026508,"40.7621701,-73.9921840",COMPLAINT
9028,2016-11-16,1061193,"40.8221140,-73.9496335",ROUTINE
9028,2016-11-16,1061214,"40.8223840,-73.9494596",ROUTINE
9028,2016-11-16,1054962,"40.7998660,-73.9531260",ROUTINE
9028,2016-11-16,1054960,"40.7995952,-73.9524720",ROUTINE
9028,2016-11-16,1061152,"40.8261160,-73.9426130",ROUTINE
9028,2016-11-16,1058370,"40.8043059,-73.9543390",ROUTINE
9028,2016-11-16,3321838,"40.5993110,-73.9333429",ROUTINE
9028,2016-11-16,3321836,"40.5989105,-73.9335846",ROUTINE
9028,2016-11-16,3321837,"40.5993474,-73.9330461",ROUTINE
2715,2016-11-16,1032587,"40.7933424,-73.9704493",COMPLAINT
9027,2016-11-16,2062884,"40.8941709,-73.8611838",ROUTINE
9027,2016-11-16,2062884,"40.8941709,-73.8611838",ROUTINE
9027,2016-11-16,2062884,"40.8941709,-73.8611838",ROUTINE
9027,2016-11-16,2062884,"40.8941709,-73.8611838",ROUTINE
9027,2016-11-16,2062884,"40.8941709,-73.8611838",ROUTINE
9027,2016-11-16,2062884,"40.8941709,-73.8611838",ROUTINE
9027,2016-11-16,2062884,"40.8941709,-73.8611838",ROUTINE
9027,2016-11-16,2062884,"40.8941709,-73.8611838",ROUTINE
9027,2016-11-16,2062884,"40.8941709,-73.8611838",ROUTINE
9027,2016-11-16,2062884,"40.8941709,-73.8611838",ROUTINE
9027,2016-11-16,2062884,"40.8941709,-73.8611838",ROUTINE
9028,2016-11-16,1055031,"40.8013490,-73.9529390",ROUTINE
9028,2016-11-16,1061221,"40.8228930,-73.9490270",ROUTINE
9028,2016-11-16,4051529,"40.7347560,-73.8501040",ROUTINE
9028,2016-11-16,4051529,"40.7347560,-73.8501040",ROUTINE
2687,2016-11-16,3059181,"40.6870085,-73.9778834",COMPLAINT
9028,2016-11-16,1053634,"40.8079633,-73.9415298",ROUTINE
2687,2016-11-16,3059181,"40.6870085,-73.9778834",COMPLAINT
9027,2016-11-16,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-16,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-16,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-16,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-16,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-16,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-16,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-16,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-16,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-16,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-16,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-16,1035460,"40.7578689,-73.9761521",ROUTINE
9027,2016-11-16,1035460,"40.7578689,-73.9761521",ROUTINE
9027,2016-11-16,1035460,"40.7578689,-73.9761521",ROUTINE
9028,2016-11-16,1055158,"40.8019056,-73.9539963",ROUTINE
9028,2016-11-16,1054992,"40.8004074,-73.9523223",ROUTINE
9028,2016-11-16,1088153,"40.8017071,-73.9564034",ROUTINE
200,2016-11-16,3059171,"40.6877831,-73.9783681",SPECIAL
9028,2016-11-15,2014088,"40.8598349,-73.9021999",ROUTINE
9028,2016-11-15,3247956,"40.5845834,-73.9314228",ROUTINE
9028,2016-11-15,4445338,"40.7380691,-73.8473845",ROUTINE
9028,2016-11-15,4445338,"40.7380691,-73.8473845",ROUTINE
9028,2016-11-15,4445338,"40.7380691,-73.8473845",ROUTINE
9028,2016-11-15,4445338,"40.7380691,-73.8473845",ROUTINE
9028,2016-11-15,4445338,"40.7380691,-73.8473845",ROUTINE
9028,2016-11-15,4445338,"40.7380691,-73.8473845",ROUTINE
1514,2016-11-15,1063862,"40.8548358,-73.9273703",SPECIAL
2676,2016-11-15,1050288,"40.7815656,-73.9463135",SPECIAL
9028,2016-11-15,1053578,"40.8080480,-73.9427530",ROUTINE
2460,2016-11-15,1009216,"40.7349056,-73.9912459",SPECIAL
2542,2016-11-15,1034516,"40.7595896,-73.9769526",SPECIAL
2542,2016-11-15,1034516,"40.7595896,-73.9769526",SPECIAL
2542,2016-11-15,1034516,"40.7595896,-73.9769526",SPECIAL
2542,2016-11-15,1034516,"40.7595896,-73.9769526",SPECIAL
2542,2016-11-15,1034516,"40.7595896,-73.9769526",SPECIAL
2542,2016-11-15,1034516,"40.7595896,-73.9769526",SPECIAL
2509,2016-11-15,1035737,"40.7607510,-73.9751299",SPECIAL
9028,2016-11-15,1053504,"40.8067900,-73.9424134",ROUTINE
9028,2016-11-15,1089154,"40.8240690,-73.9540729",ROUTINE
9028,2016-11-15,1089154,"40.8240690,-73.9540729",ROUTINE
9027,2016-11-15,3013802,"40.6502545,-74.0236658",ROUTINE
9027,2016-11-15,3013802,"40.6502545,-74.0236658",ROUTINE
9027,2016-11-15,3013802,"40.6502545,-74.0236658",ROUTINE
9027,2016-11-15,3013802,"40.6502545,-74.0236658",ROUTINE
9027,2016-11-15,3013802,"40.6502545,-74.0236658",ROUTINE
9027,2016-11-15,3013802,"40.6502545,-74.0236658",ROUTINE
2509,2016-11-15,1035324,"40.7522241,-73.9805116",SPECIAL
9028,2016-11-15,1053503,"40.8070104,-73.9430856",ROUTINE
2713,2016-11-15,2004415,"40.8139490,-73.9111260",COMPLAINT
9028,2016-11-15,1086528,"40.8015015,-73.9563991",ROUTINE
9028,2016-11-15,1086528,"40.8015015,-73.9563991",ROUTINE
2765,2016-11-15,1064215,"40.8619790,-73.9257910",COMPLAINT
2713,2016-11-15,2113113,"40.8140662,-73.9077090",COMPLAINT
2761,2016-11-14,2113353,"40.8223160,-73.8908530",COMPLAINT
2713,2016-11-14,2115802,"40.8270330,-73.9083500",COMPLAINT
9028,2016-11-14,1061892,"40.8250270,-73.9497960",ROUTINE
2666,2016-11-14,2091244,"40.8316580,-73.9266190",COMPLAINT
2666,2016-11-14,2091244,"40.8316580,-73.9266190",COMPLAINT
2666,2016-11-14,2091244,"40.8316580,-73.9266190",COMPLAINT
2666,2016-11-14,2091244,"40.8316580,-73.9266190",COMPLAINT
2666,2016-11-14,2091244,"40.8316580,-73.9266190",COMPLAINT
2713,2016-11-14,2116711,"40.8259640,-73.9083040",COMPLAINT
2676,2016-11-14,2002895,"40.8238790,-73.9267390",COMPLAINT
2460,2016-11-14,1002414,"40.7164061,-73.9972010",SPECIAL
2676,2016-11-14,2003243,"40.8341533,-73.9277785",COMPLAINT
2715,2016-11-14,1058687,"40.8141875,-73.9479541",COMPLAINT
9028,2016-11-14,1061915,"40.8253179,-73.9481786",ROUTINE
9028,2016-11-14,1061913,"40.8250270,-73.9481340",ROUTINE
9028,2016-11-14,1061919,"40.8256183,-73.9493803",ROUTINE
9028,2016-11-14,1061918,"40.8255450,-73.9490910",ROUTINE
2765,2016-11-14,1060085,"40.8189710,-73.9400400",COMPLAINT
2715,2016-11-14,1060087,"40.8186370,-73.9392410","VIOLATION REINSPECTION"
2788,2016-11-14,1026769,"40.7660740,-73.9879340",COMPLAINT
9027,2016-11-14,3028726,"40.6777170,-73.9707339",ROUTINE
2788,2016-11-14,1026769,"40.7660740,-73.9879340",COMPLAINT
2761,2016-11-14,2010903,"40.8288330,-73.8867523",COMPLAINT
2658,2016-11-14,4301969,"40.7641367,-73.9614500",SPECIAL
9028,2016-11-12,1053398,"40.8054150,-73.9454420",ROUTINE
9028,2016-11-12,1053399,"40.8055370,-73.9453540",ROUTINE
9028,2016-11-12,1053397,"40.8055570,-73.9456220",ROUTINE
9028,2016-11-12,3247146,"40.5865650,-73.9451120",ROUTINE
9028,2016-11-12,3247146,"40.5865650,-73.9451120",ROUTINE
9028,2016-11-11,3247956,"40.5845834,-73.9314228",ROUTINE
9028,2016-11-11,1062464,"40.8317630,-73.9488200",ROUTINE
9028,2016-11-11,4432077,"40.7301754,-73.8490511",ROUTINE
9028,2016-11-11,4432076,"40.7296936,-73.8502607",ROUTINE
9028,2016-11-11,1062469,"40.8312340,-73.9475570",ROUTINE
9028,2016-11-11,3247918,"40.5869005,-73.9329495",ROUTINE
9028,2016-11-11,3247918,"40.5869005,-73.9329495",ROUTINE
9028,2016-11-11,3321826,"40.5875820,-73.9331050",ROUTINE
9028,2016-11-11,3321826,"40.5875820,-73.9331050",ROUTINE
9028,2016-11-11,2013767,"40.8571640,-73.9009960",ROUTINE
9028,2016-11-10,1062454,"40.8308820,-73.9486430",ROUTINE
9028,2016-11-10,5105546,"40.5646641,-74.1107518",ROUTINE
9028,2016-11-10,5105546,"40.5646641,-74.1107518",ROUTINE
9028,2016-11-10,5105548,"40.5625445,-74.1115184",ROUTINE
9028,2016-11-10,5105548,"40.5625445,-74.1115184",ROUTINE
9028,2016-11-10,5105550,"40.5620109,-74.1118972",ROUTINE
9028,2016-11-10,5105550,"40.5620109,-74.1118972",ROUTINE
9028,2016-11-10,5105551,"40.5627430,-74.1130880",ROUTINE
9028,2016-11-10,5105551,"40.5627430,-74.1130880",ROUTINE
9028,2016-11-10,3247881,"40.5852448,-73.9344683",ROUTINE
9028,2016-11-10,3247881,"40.5852448,-73.9344683",ROUTINE
9028,2016-11-10,1062283,"40.8225690,-73.9555800",ROUTINE
9027,2016-11-10,1083026,"40.7504102,-73.9928259",ROUTINE
9027,2016-11-10,1083026,"40.7504102,-73.9928259",ROUTINE
9028,2016-11-10,2013706,"40.8552800,-73.9006530",ROUTINE
2584,2016-11-10,1050288,"40.7815656,-73.9463135",SPECIAL
9028,2016-11-10,2013999,"40.8571400,-73.9028260",ROUTINE
9027,2016-11-10,1088506,"40.7212930,-73.9940550",ROUTINE
9028,2016-11-10,3247881,"40.5851860,-73.9345010",ROUTINE
9028,2016-11-10,3247881,"40.5851860,-73.9345010",ROUTINE
9028,2016-11-10,1062450,"40.8300741,-73.9481630",ROUTINE
9028,2016-11-10,1062450,"40.8300741,-73.9481630",ROUTINE
9028,2016-11-10,1062289,"40.8229260,-73.9552400",ROUTINE
9028,2016-11-10,1062310,"40.8229174,-73.9535501",ROUTINE
9027,2016-11-10,3395983,"40.6905342,-73.9958113",ROUTINE
9027,2016-11-10,3395983,"40.6905342,-73.9958113",ROUTINE
9027,2016-11-10,3395983,"40.6905342,-73.9958113",ROUTINE
9028,2016-11-10,4432069,"40.7308460,-73.8501700",ROUTINE
9028,2016-11-10,4432070,"40.7310385,-73.8503787",ROUTINE
9028,2016-11-10,2013522,"40.8511720,-73.9007130",ROUTINE
2467,2016-11-10,1000830,"40.7055063,-74.0098627",SPECIAL
2467,2016-11-10,1000830,"40.7055063,-74.0098627",SPECIAL
2467,2016-11-10,1000830,"40.7056541,-74.0097714",SPECIAL
2467,2016-11-10,1000830,"40.7056541,-74.0097714",SPECIAL
2467,2016-11-10,1000830,"40.7055063,-74.0098627",SPECIAL
2467,2016-11-10,1000830,"40.7055063,-74.0098627",SPECIAL
2467,2016-11-10,1000830,"40.7056541,-74.0097714",SPECIAL
2467,2016-11-10,1000830,"40.7056541,-74.0097714",SPECIAL
9028,2016-11-10,3247900,"40.5858616,-73.9333307",ROUTINE
9028,2016-11-10,3247936,"40.5844270,-73.9328220",ROUTINE
9028,2016-11-10,2127653,"40.8540962,-73.9067381",ROUTINE
9028,2016-11-10,2127653,"40.8540962,-73.9067381",ROUTINE
9028,2016-11-09,4051291,"40.7356320,-73.8528282",ROUTINE
9028,2016-11-09,4051291,"40.7356320,-73.8528282",ROUTINE
2460,2016-11-09,1001017,"40.7067805,-74.0094294",SPECIAL
2460,2016-11-09,1001017,"40.7067805,-74.0094294",SPECIAL
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
9027,2016-11-09,1035434,"40.7573028,-73.9769832",ROUTINE
2765,2016-11-09,1060087,"40.8186370,-73.9392410",COMPLAINT
2767,2016-11-09,1062469,"40.8312340,-73.9475570",COMPLAINT
9027,2016-11-09,3850870,"40.6805029,-73.9624327",ROUTINE
9027,2016-11-09,3850870,"40.6805029,-73.9624327",ROUTINE
9028,2016-11-09,2013722,"40.8565560,-73.8997430",ROUTINE
2542,2016-11-09,1035737,"40.7607510,-73.9751299",SPECIAL
9028,2016-11-09,2120660,"40.8536375,-73.9053326",ROUTINE
9028,2016-11-09,2120660,"40.8536375,-73.9053326",ROUTINE
9027,2016-11-09,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-09,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-09,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-09,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-09,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-09,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-09,1035481,"40.7593091,-73.9763119",ROUTINE
9027,2016-11-09,3810878,"40.6830062,-73.9937569",ROUTINE
9027,2016-11-09,3029339,"40.6751840,-73.9673110",ROUTINE
2714,2016-11-09,3328161,"40.6534134,-73.9650445",SPECIAL
9027,2016-11-09,3029313,"40.6752059,-73.9690574",ROUTINE
9027,2016-11-09,3029313,"40.6752059,-73.9690574",ROUTINE
9027,2016-11-09,3850870,"40.6799096,-73.9646957",ROUTINE
9027,2016-11-09,3850870,"40.6799096,-73.9646957",ROUTINE
2714,2016-11-09,3328161,"40.6550516,-73.9614269",SPECIAL
2715,2016-11-09,1062730,"40.8341580,-73.9437680",COMPLAINT
2559,2016-11-09,3055086,"40.6902830,-73.9653058",SPECIAL
2713,2016-11-09,2007849,"40.8411720,-73.9121380",COMPLAINT
9028,2016-11-09,5105548,"40.5625445,-74.1115184",ROUTINE
9028,2016-11-09,5105549,"40.5636340,-74.1123110",ROUTINE
9028,2016-11-09,5105549,"40.5636340,-74.1123110",ROUTINE
1334,2016-11-09,3328516,"40.5994090,-74.0036490",COMPLAINT
2715,2016-11-09,1051391,"40.7982502,-73.9523313",COMPLAINT
9028,2016-11-09,1062434,"40.8289890,-73.9499800",ROUTINE
2607,2016-11-09,3323081,"40.6577774,-73.9208935",COMPLAINT
2607,2016-11-09,3323081,"40.6577774,-73.9208935",COMPLAINT
9028,2016-11-09,5105548,"40.5625445,-74.1115184",ROUTINE
9028,2016-11-09,5105546,"40.5646641,-74.1107518",ROUTINE
9028,2016-11-09,5105546,"40.5646641,-74.1107518",ROUTINE
2767,2016-11-09,1077815,"40.8065277,-73.9540345",COMPLAINT
2767,2016-11-09,1077815,"40.8066780,-73.9537420",COMPLAINT
2676,2016-11-09,2093353,"40.8585300,-73.8668570",COMPLAINT
200,2016-11-09,1007583,"40.7232850,-73.9990076",SPECIAL
1514,2016-11-09,2095314,"40.8371201,-73.8867222",SPECIAL
2274,2016-11-09,2063290,"40.8933300,-73.8588006",SURVEY
2676,2016-11-09,2053760,"40.8675120,-73.8628060",COMPLAINT
9028,2016-11-09,2013718,"40.8560550,-73.9001350",ROUTINE
9028,2016-11-09,2013718,"40.8560550,-73.9001350",ROUTINE
2358,2016-11-09,3000036,"40.7037213,-73.9865890",SPECIAL
9028,2016-11-09,3251376,"40.5858010,-73.9488201",ROUTINE
9028,2016-11-09,3251376,"40.5858010,-73.9488201",ROUTINE
2657,2016-11-09,1055916,"40.7984300,-73.9643980",COMPLAINT
9027,2016-11-09,1001456,"40.7138294,-74.0078486",ROUTINE
9028,2016-11-09,2013904,"40.8608390,-73.8999580",ROUTINE
9028,2016-11-09,1062443,"40.8293690,-73.9489350",ROUTINE
9028,2016-11-09,2013904,"40.8608390,-73.8999580",ROUTINE
9028,2016-11-09,1087465,"40.8299710,-73.9494480",ROUTINE
9028,2016-11-09,1087465,"40.8299710,-73.9494480",ROUTINE
2509,2016-11-09,1035324,"40.7522241,-73.9805116",SPECIAL
9028,2016-11-09,3245695,"40.5776449,-73.9534060",ROUTINE
9028,2016-11-09,3245695,"40.5776449,-73.9534060",ROUTINE
9028,2016-11-09,3245695,"40.5776449,-73.9534060",ROUTINE
9028,2016-11-09,3245695,"40.5776449,-73.9534060",ROUTINE
2765,2016-11-09,1014476,"40.7543545,-73.9904196",COMPLAINT
2765,2016-11-09,1014476,"40.7543545,-73.9904196",COMPLAINT
2765,2016-11-09,1014476,"40.7543545,-73.9904196",COMPLAINT
9028,2016-11-09,1061866,"40.8244100,-73.9502700",ROUTINE
9028,2016-11-09,3245784,"40.5814420,-73.9534360",ROUTINE
